BG,InsulinDelivered,FoodDelivered,CorrectionDelivered,CarbSize
124.0,124.0,124.0,124.0,124.0
237.75,12.787258064516129,12.006774193548386,0.7829838709677418,50.00806451612903
72.98375195055738,4.781641099837795,4.571539127840578,1.5536743649356084,20.01970410173455
107.0,0.25,0.25,0.0,1.0
178.75,10.0,9.99,0.0,40.0
245.5,12.55,12.4,0.0,50.0
278.0,16.5,15.0,0.9624999999999999,60.0
401.0,20.0,20.0,9.45,100.0
